index,accident_id,ST_CASE,VE_TOTAL,VE_FORMS,PEDS,PERSONS,COUNTY,county_name,CITY,city_name,DAY,MONTH,YEAR,HOUR,MINUTE,NHS,FUNC_SYS,func_sys_lit,ROAD_FNC,road_fnc_lit,RD_OWNER,rd_owner_lit,TWAY_ID,TWAY_ID2,LATITUDE,LONGITUD,SP_JUR,sp_jur_lit,HARM_EV,harm_ev_lit,MAN_COLL,man_coll_lit,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,lgt_cond_lit,WEATHER,weather_lit,SCH_BUS,CF1,CF2,CF3,cf1_lit,cf2_lit,cf3_lit,FATALS,A_INTER,a_inter_lit,A_ROADFC,a_road_fc_lit,A_TOD,a_tod_lit,A_DOW,a_dow_lit,A_LT,a_lt_lit,A_SPCRA,a_spcra_lit,A_PED,a_ped_lit,A_PED_F,a_ped_f_lit,A_PEDAL,a_pedal_lit,A_PEDAL_F,a_pedal_f_lit,A_POLPUR,a_polour_lit,A_POSBAC,a_posbac_lit,A_DIST,a_dist_lit,A_DROWSY,a_drowsy_lit,INDIAN_RES,indian_res_lit
126,2012040262,40262,1,1,0,1,19,PIMA,0,NONE LISTED,6,5,2012,11,45,0,,.,6.0,Rural-Local Road or Street,,.,HAYHOOK RANCH RD,,99.9999,999.9999,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,6,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,1,Daytime,2,Weekend,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
127,2012040264,40264,1,1,1,1,13,MARICOPA,80,CHANDLER,9,5,2012,8,7,0,,.,15.0,Urban-Collector,,.,ALMA SCHOOL RD,,33.23468889,-111.85895556,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,1,Daytime,1,Weekday,2,Other Crash,2,Other Crash,1,Pedestrian Involved Crash,1,Involving a pedestrian fatality,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
128,2012040270,40270,1,1,0,1,3,COCHISE,431,SIERRA VISTA,13,5,2012,20,18,0,,.,16.0,Urban-Local Road or Street,,.,MARTIN LUTHER KING JR PKWY,,31.55830833,-110.27076111,0,No Special Jurisdiction,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,3,3,Dark - Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,2,Nighttime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
129,2012040276,40276,1,1,0,1,19,PIMA,0,NONE LISTED,20,5,2012,12,48,0,,.,15.0,Urban-Collector,,.,IRVINGTON RD,,32.16306667,-111.01484444,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,1,Daytime,2,Weekend,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
130,2012040280,40280,1,1,0,4,19,PIMA,0,NONE LISTED,23,5,2012,21,21,0,,.,6.0,Rural-Local Road or Street,,.,BOX CANYON RD,,31.79900833,-110.79325556,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,6,2,Dark - Not Lighted,1,Clear,No,0,0,0,None,None,None,2,2,Non-Interstate,6,Local,2,Nighttime,1,Weekday,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
131,2012040281,40281,1,1,0,1,15,MOHAVE,0,NONE LISTED,24,5,2012,7,50,0,,.,3.0,Rural-Minor Arterial,,.,SR-68,,35.19957778,-114.42205556,0,No Special Jurisdiction,35,Embankment,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,3,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,1,Daytime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
132,2012040286,40286,2,2,0,2,5,COCONINO,170,FLAGSTAFF,29,5,2012,23,25,0,,.,14.0,Urban-Minor Arterial,,.,SR-89A,,35.15385833,-111.680775,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,1,1,0,1,2,Dark - Not Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,2,Nighttime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
133,2012040291,40291,3,3,0,5,19,PIMA,530,TUCSON,13,5,2012,5,26,0,,.,14.0,Urban-Minor Arterial,,.,VALENCIA RD,I-19 RAMP,32.13410556,-110.986675,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,1,2,2,0,1,4,Dawn,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,2,Nighttime,2,Weekend,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
134,2012040293,40293,1,1,0,1,19,PIMA,0,NONE LISTED,13,5,2012,10,30,0,,.,3.0,Rural-Minor Arterial,,.,SR-86,,32.17758611,-112.26990833,3,Indian Reservation,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,1,Daytime,2,Weekend,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,1,Involving a Distracted Driver,2,Other Crash,1,Tribal Lands
135,2012040295,40295,1,1,0,1,7,GILA,0,NONE LISTED,12,5,2012,11,53,0,,.,4.0,Rural-Major Collector,,.,SR-188,,34.03090278,-111.354325,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,1,Daytime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
136,2012040300,40300,1,1,0,6,13,MARICOPA,30,AVONDALE,24,5,2012,17,51,0,,.,16.0,Urban-Local Road or Street,,.,SIENO PL,,33.48654444,-112.29686944,0,No Special Jurisdiction,5,Fell/Jumped from Vehicle,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,1,Daytime,1,Weekday,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
137,2012040301,40301,2,2,0,2,13,MARICOPA,80,CHANDLER,23,5,2012,15,37,0,,.,15.0,Urban-Collector,,.,PRICE RD,GERMANN RD,33.27595556,-111.88911111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,2,2,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,1,Daytime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,1,Involving a Distracted Driver,2,Other Crash,0,Not Tribal Lands
138,2012040302,40302,2,2,0,2,13,MARICOPA,60,BUCKEYE,5,5,2012,3,27,0,,.,16.0,Urban-Local Road or Street,,.,SUNDANCE PKWY,,33.44275556,-112.54914167,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,1,1,0,1,3,Dark - Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,2,Nighttime,2,Weekend,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
139,2012040303,40303,1,1,0,4,17,NAVAJO,0,NONE LISTED,5,5,2012,15,8,0,,.,6.0,Rural-Local Road or Street,,.,BIA 29,,99.9999,999.9999,3,Indian Reservation,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,1,Daytime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,1,Involving a Distracted Driver,2,Other Crash,1,Tribal Lands
140,2012040304,40304,1,1,0,3,21,PINAL,0,NONE LISTED,6,5,2012,0,52,0,,.,6.0,Rural-Local Road or Street,,.,RUSSELL RD,FARM RD,32.85004444,-111.911925,0,No Special Jurisdiction,35,Embankment,0,Not a Collision with Motor Vehicle In-Transport,0,2,2,0,4,2,Dark - Not Lighted,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,2,Nighttime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
141,2012040305,40305,2,2,0,6,13,MARICOPA,370,PHOENIX,6,5,2012,12,24,0,,.,14.0,Urban-Minor Arterial,,.,MCDOWELL RD,41ST AVE,33.46593056,-112.14742778,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,2,2,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,1,Daytime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
142,2012040307,40307,1,1,0,2,1,APACHE,0,NONE LISTED,14,5,2012,15,23,0,,.,6.0,Rural-Local Road or Street,,.,CR-7250,,35.25708889,-109.29092778,3,Indian Reservation,34,Ditch,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,1,Daylight,98,Not Reported,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,1,Daytime,1,Weekday,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,1,Tribal Lands
143,2012040308,40308,2,2,0,3,13,MARICOPA,227,GUADALUPE,16,5,2012,18,27,0,,.,16.0,Urban-Local Road or Street,,.,CALLE GUADALUPE,CALLE SAHUARO,33.3637,-111.96533889,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,2,2,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,2,Nighttime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
144,2012040309,40309,1,1,0,7,17,NAVAJO,0,NONE LISTED,18,5,2012,11,33,0,,.,4.0,Rural-Major Collector,,.,US-163,,36.74359444,-110.23031944,3,Indian Reservation,38,Fence,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,1,Daylight,1,Clear,No,0,0,0,None,None,None,3,2,Non-Interstate,5,Collector,1,Daytime,1,Weekday,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,1,Tribal Lands
145,2012040310,40310,3,3,0,9,21,PINAL,297,MARICOPA WELLS,18,5,2012,14,47,0,,.,5.0,Rural-Minor Collector,,.,SR-238,,33.07979444,-112.11652778,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,8,Sideswipe - Opposite Direction,0,1,1,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,1,Daytime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,1,Involving a Drowsy Driver,0,Not Tribal Lands
146,2012040312,40312,1,1,0,3,21,PINAL,0,NONE LISTED,19,5,2012,0,10,0,,.,6.0,Rural-Local Road or Street,,.,FREEMAN RD,,32.90456667,-110.74536389,0,No Special Jurisdiction,35,Embankment,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,2,Dark - Not Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,2,Nighttime,2,Weekend,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
147,2012040313,40313,2,2,0,3,19,PIMA,0,NONE LISTED,19,5,2012,1,0,0,,.,3.0,Rural-Minor Arterial,,.,SR-86,,32.17763611,-111.04645556,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,1,1,0,2,2,Dark - Not Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,2,Nighttime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
148,2012040317,40317,2,2,0,5,21,PINAL,0,NONE LISTED,25,5,2012,19,25,0,,.,4.0,Rural-Major Collector,,.,GANTZEL RD,OCOTILLO RD,33.24899444,-111.56325556,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,2,2,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,2,Nighttime,2,Weekend,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
149,2012040318,40318,1,1,0,14,1,APACHE,0,NONE LISTED,27,5,2012,11,0,0,,.,9.0,Rural-Unknown Rural,,.,UNKNOWN RD,,99.9999,999.9999,1,National Park Service,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,6,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,3,Unknown,7,Unknown,1,Daytime,2,Weekend,1,Large Truck Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
150,2012040320,40320,1,1,0,2,23,SANTA CRUZ,17,AMADO,22,5,2012,19,59,0,,.,6.0,Rural-Local Road or Street,,.,AMADO RD,,31.71058333,-111.04852778,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,3,Dark - Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,2,Nighttime,1,Weekday,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
151,2012040323,40323,1,1,0,1,3,COCHISE,0,NONE LISTED,2,6,2012,15,10,0,,.,6.0,Rural-Local Road or Street,,.,BARATARIA BLVD,,31.48184722,-110.18539167,0,No Special Jurisdiction,5,Fell/Jumped from Vehicle,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,1,Daytime,2,Weekend,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
152,2012040325,40325,1,1,0,1,23,SANTA CRUZ,330,NOGALES,3,6,2012,22,36,0,,.,16.0,Urban-Local Road or Street,,.,HOHOKAM DR,CALLE SONORA,31.36382778,-110.92992222,0,No Special Jurisdiction,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,3,Dark - Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,2,Nighttime,2,Weekend,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
153,2012040326,40326,2,1,1,0,23,SANTA CRUZ,330,NOGALES,6,6,2012,11,54,0,,.,16.0,Urban-Local Road or Street,,.,HUGHES ST,,31.34950556,-110.94529444,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,1,Daytime,1,Weekday,2,Other Crash,2,Other Crash,1,Pedestrian Involved Crash,1,Involving a pedestrian fatality,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
154,2012040329,40329,2,2,0,2,19,PIMA,0,NONE LISTED,8,6,2012,18,20,0,,.,4.0,Rural-Major Collector,,.,SR-83,,31.81414722,-110.71208333,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,1,1,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,2,Nighttime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
155,2012040330,40330,1,1,0,1,19,PIMA,0,NONE LISTED,8,6,2012,21,54,0,,.,4.0,Rural-Major Collector,,.,GENERAL HITCHCOCK HWY,,32.33748056,-110.69041667,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,6,2,Dark - Not Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,2,Nighttime,2,Weekend,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
156,2012040332,40332,1,1,1,1,15,MOHAVE,260,KINGMAN,13,6,2012,20,11,0,,.,15.0,Urban-Collector,,.,MOTOR AVE,,35.20888333,-114.033675,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,8,1,0,2,3,Dark - Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,2,Nighttime,1,Weekday,2,Other Crash,2,Other Crash,1,Pedestrian Involved Crash,1,Involving a pedestrian fatality,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
157,2012040337,40337,1,1,0,1,5,COCONINO,0,NONE LISTED,19,6,2012,20,48,0,,.,4.0,Rural-Major Collector,,.,SR-87,,34.60665556,-111.21835278,0,No Special Jurisdiction,11,Live Animal,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,3,Dark - Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,2,Nighttime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
158,2012040339,40339,2,2,0,6,12,LA PAZ,413,SALOME,20,6,2012,5,17,0,,.,4.0,Rural-Major Collector,,.,US-60,CENTER ST,33.77948611,-113.61727222,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,2,2,0,1,4,Dawn,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,2,Nighttime,1,Weekday,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
159,2012040340,40340,1,1,0,2,5,COCONINO,0,NONE LISTED,20,6,2012,18,16,0,,.,4.0,Rural-Major Collector,,.,US-180,,35.33816667,-111.78576111,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,2,Nighttime,1,Weekday,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,1,Involving a Drowsy Driver,0,Not Tribal Lands
160,2012040342,40342,2,2,0,2,19,PIMA,0,NONE LISTED,22,6,2012,19,0,0,,.,15.0,Urban-Collector,,.,PICTURE ROCKS RD,,32.32756944,-111.215625,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,1,1,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,2,Nighttime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
161,2012040343,40343,2,2,0,3,11,GREENLEE,320,MORENCI,25,6,2012,14,57,0,,.,4.0,Rural-Major Collector,,.,US-191,,33.06571667,-109.32960278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,1,1,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,2,2,Non-Interstate,5,Collector,1,Daytime,1,Weekday,1,Large Truck Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
162,2012040344,40344,1,1,0,1,11,GREENLEE,0,NONE LISTED,27,6,2012,20,12,0,,.,4.0,Rural-Major Collector,,.,US-191,,33.33688056,-109.34789722,0,No Special Jurisdiction,11,Live Animal,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,2,Dark - Not Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,2,Nighttime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
163,2012040347,40347,1,1,1,2,5,COCONINO,170,FLAGSTAFF,2,5,2012,17,34,0,,.,16.0,Urban-Local Road or Street,,.,LINDA VISTA DR,PARADISE RD,35.22197778,-111.62303889,0,No Special Jurisdiction,15,Non-Motorist on Personal Conveyance,0,Not a Collision with Motor Vehicle In-Transport,0,2,4,0,1,1,Daylight,1,Clear,No,16,0,0,Non-occupant struck vehicle,None,None,1,2,Non-Interstate,6,Local,1,Daytime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
164,2012040349,40349,1,1,1,2,13,MARICOPA,200,GLENDALE,13,6,2012,20,30,0,,.,14.0,Urban-Minor Arterial,,.,BETHANY HOME RD,,33.52403056,-112.18901667,0,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,3,Dark - Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,2,Nighttime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Pedalcyclist Involved Crash,1,Involving a pedacyclist fatality,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
165,2012040351,40351,1,1,0,2,19,PIMA,530,TUCSON,27,2,2012,10,29,0,,.,15.0,Urban-Collector,,.,GLENN ST,,32.257575,-110.97771944,0,No Special Jurisdiction,5,Fell/Jumped from Vehicle,0,Not a Collision with Motor Vehicle In-Transport,0,8,1,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,1,Daytime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
166,2012040352,40352,1,1,1,1,19,PIMA,0,NONE LISTED,26,6,2012,5,58,0,,.,16.0,Urban-Local Road or Street,,.,RUDASILL RD,,32.31560556,-110.99589444,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,2,Nighttime,1,Weekday,2,Other Crash,1,Speeding Involved Crash,1,Pedestrian Involved Crash,1,Involving a pedestrian fatality,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
167,2012040355,40355,1,1,0,3,19,PIMA,0,NONE LISTED,8,6,2012,8,0,0,,.,5.0,Rural-Minor Collector,,.,BIA 19,,99.9999,999.9999,3,Indian Reservation,35,Embankment,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,6,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,1,Daytime,1,Weekday,1,Large Truck Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,1,Involving a Distracted Driver,2,Other Crash,1,Tribal Lands
